loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,credit_category
522,3,Not Graduate,No,8300000,24100000,14,823,5900000,700000,24000000,7700000,Approved,38300000,Excellent
523,1,Not Graduate,Yes,8700000,20500000,6,523,19300000,6500000,23700000,4800000,Rejected,54300000,Fair
524,4,Not Graduate,Yes,7100000,27900000,10,328,9000000,13400000,26500000,7700000,Rejected,56600000,Poor
525,3,Graduate,Yes,9800000,28200000,12,721,15800000,6500000,21900000,9600000,Approved,53800000,Excellent
526,0,Graduate,Yes,6900000,17000000,20,599,18100000,9400000,26600000,4300000,Approved,58400000,Fair
527,0,Not Graduate,No,2400000,5000000,14,580,5900000,4400000,5500000,3200000,Approved,19000000,Fair
528,1,Not Graduate,Yes,2100000,4900000,10,744,200000,2000000,5400000,1000000,Approved,8600000,Excellent
529,2,Graduate,Yes,7200000,23900000,4,559,4200000,12200000,17800000,10800000,Approved,45000000,Fair
530,2,Graduate,No,4600000,13500000,16,587,7700000,5900000,10600000,5000000,Approved,29200000,Fair
531,5,Graduate,Yes,9900000,31800000,18,817,23400000,700000,32600000,11500000,Approved,68200000,Excellent
532,4,Not Graduate,Yes,300000,1000000,20,655,0,100000,1100000,400000,Approved,1600000,Good
533,5,Graduate,Yes,6900000,23900000,6,382,17100000,6900000,21500000,8900000,Rejected,54400000,Poor
534,2,Graduate,Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,Approved,10800000,Excellent
535,2,Graduate,Yes,4400000,10000000,20,516,7400000,7600000,12200000,5100000,Rejected,32300000,Fair
536,4,Not Graduate,Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000,Rejected,18700000,Poor
537,2,Not Graduate,No,3700000,14100000,6,633,800000,200000,11300000,3400000,Approved,15700000,Good
538,1,Graduate,No,5900000,15200000,2,547,17100000,2000000,14700000,3600000,Rejected,37400000,Fair
539,5,Not Graduate,Yes,8600000,26300000,10,843,23300000,9800000,18100000,11300000,Approved,62500000,Excellent
540,3,Not Graduate,Yes,3400000,13200000,8,783,6500000,300000,13000000,4900000,Approved,24700000,Excellent
541,3,Not Graduate,Yes,1000000,3200000,14,790,1900000,100000,3600000,1100000,Approved,6700000,Excellent
542,1,Not Graduate,Yes,4400000,14200000,16,409,12700000,1300000,12600000,4500000,Rejected,31100000,Poor
543,0,Not Graduate,No,3600000,7800000,14,376,9800000,6900000,11900000,3000000,Rejected,31600000,Poor
544,3,Not Graduate,No,1400000,2700000,8,625,3100000,1800000,3400000,1000000,Approved,9300000,Good
545,0,Not Graduate,No,5300000,10900000,18,707,12900000,2600000,12700000,7600000,Approved,35800000,Excellent
546,3,Graduate,Yes,9400000,20500000,6,645,17400000,13000000,24500000,10200000,Approved,65100000,Good
547,4,Not Graduate,Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000,Approved,31600000,
548,5,Graduate,No,9800000,37600000,18,319,19200000,5100000,19900000,5100000,Rejected,49300000,Poor
549,1,Not Graduate,No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,Approved,14700000,Good
550,2,Not Graduate,Yes,5800000,22500000,6,888,11900000,2600000,17100000,4800000,Approved,36400000,
551,2,Not Graduate,No,3100000,10400000,10,420,6900000,5900000,10000000,3500000,Rejected,26300000,Poor
552,0,Graduate,No,6800000,18400000,2,791,4000000,900000,20200000,9900000,Approved,35000000,Excellent
553,5,Not Graduate,No,4600000,16200000,12,891,5900000,1200000,10800000,3700000,Approved,21600000,
554,2,Not Graduate,Yes,200000,700000,16,641,600000,200000,600000,100000,Approved,1500000,Good
555,3,Not Graduate,Yes,9500000,22800000,6,319,200000,18800000,34100000,9400000,Rejected,62500000,Poor
556,5,Not Graduate,Yes,6200000,22200000,20,819,13500000,6600000,21700000,8700000,Approved,50500000,Excellent
557,4,Not Graduate,Yes,9700000,32300000,18,387,11600000,14300000,20000000,5400000,Rejected,51300000,Poor
558,5,Graduate,Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,Approved,30500000,Good
559,1,Graduate,Yes,5700000,12000000,4,415,15700000,900000,17300000,7400000,Rejected,41300000,Poor
560,2,Graduate,Yes,200000,500000,6,885,-100000,0,300000,200000,Rejected,400000,
561,4,Graduate,No,8000000,25500000,4,722,17200000,13900000,26200000,4900000,Approved,62200000,Excellent
562,4,Graduate,No,5200000,20400000,20,761,4700000,1600000,14300000,6200000,Approved,26800000,Excellent
563,1,Graduate,Yes,7100000,15200000,8,389,5900000,900000,24300000,5900000,Rejected,37000000,Poor
564,1,Graduate,Yes,9300000,27900000,12,600,2100000,4200000,29000000,6600000,Approved,41900000,Fair
565,5,Graduate,No,2000000,6100000,2,407,1900000,1900000,4600000,2000000,Approved,10400000,Poor
566,3,Graduate,Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,Approved,23500000,Excellent
567,2,Not Graduate,No,2800000,5900000,6,895,1000000,3900000,10900000,1500000,Approved,17300000,
568,5,Graduate,Yes,3000000,11100000,12,441,8500000,2500000,7300000,2000000,Rejected,20300000,Poor
569,4,Not Graduate,No,4500000,9800000,16,895,9800000,8200000,13900000,5500000,Approved,37400000,
570,4,Graduate,No,1900000,4300000,4,826,2400000,0,7000000,900000,Approved,10300000,Excellent
571,1,Graduate,No,2300000,7200000,8,453,3000000,2100000,8100000,3400000,Rejected,16600000,Poor
572,0,Graduate,No,4700000,17500000,2,701,5400000,2300000,11700000,7000000,Approved,26400000,Excellent
573,2,Not Graduate,Yes,1300000,2700000,8,627,100000,300000,2600000,1300000,Approved,4300000,Good
574,3,Graduate,No,3100000,11000000,2,543,5900000,2200000,9000000,2400000,Approved,19500000,Fair
575,0,Graduate,No,8400000,17500000,18,411,13200000,5300000,31300000,10400000,Rejected,60200000,Poor
576,5,Graduate,Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000,Approved,12100000,Fair
577,2,Not Graduate,No,1900000,7500000,2,889,600000,1100000,7100000,2600000,Approved,11400000,
578,3,Not Graduate,No,2400000,8600000,8,684,3400000,2400000,6200000,1600000,Approved,13600000,Good
579,5,Graduate,No,6800000,20500000,10,578,500000,11800000,27200000,3400000,Approved,42900000,Fair
580,1,Graduate,No,2900000,10900000,20,445,6600000,2800000,9300000,2600000,Rejected,21300000,Poor
581,4,Graduate,Yes,8900000,26300000,10,369,23900000,7000000,27400000,12100000,Rejected,70400000,Poor
582,1,Not Graduate,No,8800000,22200000,18,794,8400000,11900000,21000000,10500000,Approved,51800000,Excellent
583,0,Graduate,Yes,8200000,19200000,16,492,16500000,9200000,20000000,7200000,Rejected,52900000,Poor
584,3,Not Graduate,Yes,3600000,13200000,16,557,9800000,4000000,9900000,2100000,Approved,25800000,Fair
585,4,Graduate,Yes,9500000,31800000,6,519,5900000,1300000,28400000,12200000,Rejected,47800000,Fair
586,0,Not Graduate,Yes,1900000,5700000,18,699,5500000,200000,6500000,2000000,Approved,14200000,Good
587,3,Not Graduate,Yes,9100000,24600000,2,741,8000000,4000000,35500000,13600000,Approved,61100000,Excellent
588,5,Graduate,No,1100000,3800000,18,508,200000,1800000,2300000,900000,Rejected,5200000,Fair
589,5,Not Graduate,Yes,1100000,2800000,10,647,2700000,2000000,4300000,1400000,Approved,10400000,Good
590,1,Graduate,No,9300000,28600000,14,656,17300000,9100000,27400000,12500000,Approved,66300000,Good
591,4,Graduate,Yes,3900000,10600000,2,439,300000,7600000,14800000,2500000,Rejected,25200000,Poor
592,5,Not Graduate,Yes,1500000,4000000,12,350,2900000,1900000,4400000,1200000,Rejected,10400000,Poor
593,5,Graduate,No,800000,2200000,6,493,900000,500000,2800000,1000000,Rejected,5200000,Poor
594,4,Graduate,No,600000,1800000,6,851,100000,1100000,2100000,800000,Approved,4100000,
595,2,Graduate,No,4400000,12500000,18,492,7900000,1200000,10100000,2700000,Rejected,21900000,Poor
596,4,Graduate,Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,Approved,18100000,
597,3,Not Graduate,Yes,6200000,14600000,2,664,18300000,8400000,16800000,6600000,Approved,50100000,Good
598,5,Graduate,Yes,700000,1300000,16,362,2100000,1300000,2000000,1000000,Rejected,6400000,Poor
599,0,Graduate,No,3400000,9400000,6,703,600000,6000000,8600000,2600000,Approved,17800000,Excellent
600,1,Not Graduate,Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000,Approved,21400000,Excellent
601,3,Not Graduate,Yes,4200000,9700000,2,396,700000,8200000,8600000,4300000,Rejected,21800000,Poor
602,0,Graduate,Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000,Approved,38000000,Excellent
603,5,Graduate,Yes,3700000,10000000,20,709,8000000,800000,12000000,2200000,Approved,23000000,Excellent
604,4,Not Graduate,Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000,Rejected,35800000,Fair
605,2,Graduate,Yes,4300000,16000000,14,623,9800000,6700000,17000000,4500000,Approved,38000000,Good
606,4,Not Graduate,Yes,7100000,24500000,14,599,9100000,7000000,20400000,6800000,Approved,43300000,Fair
607,4,Graduate,Yes,5400000,12700000,4,622,11000000,3300000,15100000,6500000,Approved,35900000,Good
608,0,Not Graduate,No,6000000,13100000,6,385,16600000,7600000,22000000,7400000,Rejected,53600000,Poor
609,4,Graduate,Yes,4100000,12500000,2,579,10900000,7200000,12200000,2000000,Approved,32300000,Fair
610,4,Not Graduate,No,8300000,17900000,20,846,12700000,1300000,26800000,12200000,Approved,53000000,Excellent
611,3,Graduate,No,8100000,23900000,10,449,7100000,6100000,28300000,8900000,Rejected,50400000,Poor
612,1,Not Graduate,No,7200000,24900000,14,666,3600000,11600000,16600000,5800000,Approved,37600000,Good
613,5,Graduate,No,7200000,17500000,4,380,2300000,400000,17500000,6200000,Rejected,26400000,Poor
614,2,Graduate,Yes,3500000,8100000,4,589,3800000,6700000,12500000,2700000,Approved,25700000,Fair
615,1,Graduate,No,6200000,19500000,12,845,9100000,2900000,15300000,4000000,Approved,31300000,Excellent
616,3,Not Graduate,No,5200000,17300000,10,401,2600000,1400000,12700000,6400000,Rejected,23100000,Poor
617,0,Not Graduate,No,4500000,14500000,2,766,6100000,8400000,17200000,6600000,Approved,38300000,Excellent
618,5,Not Graduate,No,5400000,15100000,12,522,5200000,4700000,13900000,5700000,Rejected,29500000,Fair
619,3,Not Graduate,Yes,2000000,6900000,6,834,2200000,2800000,6400000,3000000,Approved,14400000,Excellent
620,3,Graduate,No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,Approved,54800000,Fair
621,2,Graduate,No,5000000,10600000,4,570,11900000,900000,14800000,7100000,Approved,34700000,Fair
622,2,Graduate,No,4900000,17600000,6,860,13600000,7500000,12700000,5600000,Approved,39400000,
623,4,Graduate,Yes,5300000,19200000,4,655,14200000,6900000,17800000,3900000,Approved,42800000,Good
624,3,Not Graduate,Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000,Approved,28100000,Poor
625,5,Graduate,Yes,700000,2100000,14,863,100000,1200000,2700000,600000,Approved,4600000,
626,3,Not Graduate,Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000,Approved,46500000,Excellent
627,3,Graduate,No,3500000,13300000,4,798,7400000,5300000,12100000,3600000,Approved,28400000,Excellent
628,5,Not Graduate,Yes,7700000,18900000,16,552,15600000,6100000,23900000,6600000,Approved,52200000,Fair
629,2,Not Graduate,Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000,Rejected,21400000,Poor
630,0,Graduate,No,9100000,22200000,6,419,7400000,600000,18200000,9800000,Rejected,36000000,Poor
631,1,Not Graduate,Yes,9000000,29900000,2,668,22100000,7200000,24400000,4700000,Approved,58400000,Good
632,2,Not Graduate,No,8900000,29200000,8,608,10800000,5200000,33500000,11700000,Approved,61200000,Good
633,5,Not Graduate,No,6500000,13800000,10,342,15300000,2300000,14400000,7300000,Rejected,39300000,Poor
634,4,Not Graduate,Yes,8100000,18000000,8,817,1400000,7800000,16900000,10800000,Approved,36900000,Excellent
635,1,Not Graduate,No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,Rejected,58700000,Poor
636,0,Not Graduate,No,5300000,20000000,6,881,15900000,3700000,19500000,4000000,Approved,43100000,
637,2,Graduate,No,4100000,15600000,12,838,5500000,4800000,15100000,2700000,Approved,28100000,Excellent
638,3,Not Graduate,No,6900000,27400000,4,406,10200000,6500000,23900000,5300000,Approved,45900000,Poor
639,1,Graduate,Yes,5200000,19500000,12,778,5200000,4300000,19900000,5800000,Approved,35200000,Excellent
640,5,Not Graduate,Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000,Approved,12700000,Excellent
641,3,Graduate,No,4600000,17800000,20,716,12600000,2600000,10800000,4500000,Approved,30500000,Excellent
642,0,Graduate,Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000,Approved,36000000,Excellent
643,0,Not Graduate,No,9300000,20100000,10,743,4800000,1800000,21900000,13600000,Approved,42100000,Excellent
644,3,Not Graduate,No,5400000,19400000,20,731,13800000,3200000,20000000,4300000,Approved,41300000,Excellent
645,3,Not Graduate,No,4100000,8500000,2,833,12000000,0,16200000,3400000,Approved,31600000,Excellent
646,4,Not Graduate,No,4900000,11400000,8,470,12000000,7500000,14700000,4800000,Rejected,39000000,Poor
647,5,Graduate,Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000,Approved,28100000,Excellent
648,0,Graduate,No,3000000,9600000,12,620,7900000,0,8600000,3600000,Approved,20100000,Good
649,0,Not Graduate,Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000,Approved,47200000,Excellent
650,4,Graduate,Yes,5100000,14000000,12,459,9800000,0,10400000,6800000,Rejected,27000000,Poor
651,0,Graduate,Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000,Approved,54000000,Excellent
652,1,Graduate,Yes,1600000,4100000,6,391,4300000,1400000,5700000,700000,Rejected,12100000,Poor
653,4,Graduate,No,8000000,29100000,4,421,3100000,12000000,27000000,8800000,Approved,50900000,Poor
654,5,Graduate,No,2900000,6700000,14,796,3800000,3700000,9700000,4200000,Approved,21400000,Excellent
655,4,Graduate,No,9200000,30300000,10,607,24000000,16600000,29600000,8900000,Approved,79100000,Good
656,3,Not Graduate,No,9500000,20400000,14,376,2300000,6600000,25900000,8400000,Rejected,43200000,Poor
657,0,Graduate,Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000,Rejected,26400000,Poor
658,5,Graduate,Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000,Rejected,45300000,Poor
659,5,Not Graduate,No,5600000,17600000,14,448,6700000,3500000,18900000,6800000,Rejected,35900000,Poor
660,0,Graduate,Yes,1200000,2700000,2,638,1500000,500000,2700000,1500000,Approved,6200000,Good
661,3,Not Graduate,No,1600000,5600000,6,710,3100000,800000,6000000,1600000,Approved,11500000,Excellent
662,4,Not Graduate,Yes,1600000,4800000,20,641,4200000,1000000,4100000,1400000,Approved,10700000,Good
663,2,Not Graduate,No,5300000,20200000,10,348,9200000,9500000,17300000,6100000,Rejected,42100000,Poor
664,5,Not Graduate,No,9100000,19900000,20,519,9300000,16400000,28900000,10500000,Rejected,65100000,Fair
665,4,Not Graduate,Yes,9400000,35000000,10,517,10700000,15100000,27500000,6700000,Rejected,60000000,Fair
666,3,Not Graduate,No,5900000,22400000,6,375,6500000,10500000,18100000,4800000,Rejected,39900000,Poor
667,2,Graduate,Yes,1100000,3400000,10,426,300000,800000,3900000,1400000,Rejected,6400000,Poor
668,4,Graduate,Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000,Approved,19600000,Excellent
669,4,Not Graduate,No,2200000,8600000,20,373,4100000,1300000,5900000,1400000,Rejected,12700000,Poor
670,1,Graduate,No,6000000,20100000,6,476,13900000,10000000,15200000,5500000,Rejected,44600000,Poor
671,1,Graduate,Yes,2000000,5600000,18,320,2400000,2300000,4600000,2100000,Rejected,11400000,Poor
672,4,Graduate,No,7200000,22900000,18,657,14600000,400000,17400000,8800000,Approved,41200000,Good
673,1,Not Graduate,Yes,500000,1900000,12,868,200000,500000,1800000,300000,Approved,2800000,
674,1,Not Graduate,Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000,Rejected,39700000,Poor
675,0,Not Graduate,No,200000,300000,6,472,400000,100000,700000,0,Rejected,1200000,Poor
676,4,Not Graduate,Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000,Approved,27800000,Good
677,5,Not Graduate,Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000,Approved,37300000,Excellent
678,1,Graduate,No,6500000,23100000,20,741,11400000,8500000,25700000,7900000,Approved,53500000,Excellent
679,4,Not Graduate,Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000,Approved,23000000,
680,0,Not Graduate,Yes,900000,3600000,10,683,1400000,700000,3500000,400000,Approved,6000000,Good
681,0,Not Graduate,Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000,Approved,18600000,Excellent
682,3,Graduate,No,600000,1100000,8,538,500000,800000,1400000,300000,Rejected,3000000,Fair
683,1,Not Graduate,No,5200000,12600000,10,721,1100000,8700000,13900000,3600000,Approved,27300000,Excellent
684,3,Not Graduate,Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000,Rejected,46200000,Poor
685,2,Not Graduate,No,1000000,2500000,6,551,1700000,200000,3700000,900000,Approved,6500000,Fair
686,2,Not Graduate,No,6800000,14800000,14,803,11300000,3300000,19600000,6600000,Approved,40800000,Excellent
687,0,Graduate,No,3000000,8400000,10,361,7700000,200000,7300000,1800000,Rejected,17000000,Poor
688,1,Not Graduate,Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000,Approved,62000000,Excellent
689,4,Graduate,Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000,Approved,76500000,Excellent
690,1,Not Graduate,Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000,Rejected,32500000,Poor
691,5,Graduate,No,1700000,4300000,2,517,100000,200000,6200000,1600000,Rejected,8100000,Fair
692,3,Not Graduate,Yes,900000,2300000,6,747,1200000,200000,2900000,600000,Approved,4900000,Excellent
693,1,Not Graduate,No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,Approved,37700000,Fair
694,0,Graduate,No,9200000,25400000,2,783,25400000,2000000,19600000,12400000,Approved,59400000,Excellent
695,3,Not Graduate,No,5700000,19400000,2,335,7400000,10600000,20600000,7100000,Approved,45700000,Poor
696,5,Not Graduate,Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,Approved,5600000,
697,2,Not Graduate,Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000,Approved,6200000,
698,0,Graduate,Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,Approved,38900000,Poor
699,2,Graduate,Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000,Rejected,44700000,Poor
700,2,Not Graduate,Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000,Approved,41900000,Excellent
701,0,Graduate,Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000,Approved,42500000,Excellent
702,1,Graduate,No,2200000,4900000,8,509,3800000,0,5400000,2900000,Rejected,12100000,Fair
703,4,Graduate,Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000,Approved,38600000,
704,4,Not Graduate,Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000,Rejected,38600000,Poor
705,5,Graduate,Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000,Approved,6200000,Fair
706,1,Not Graduate,No,2800000,6700000,12,322,1900000,2000000,8600000,2100000,Rejected,14600000,Poor
707,3,Graduate,No,7000000,18900000,2,691,6300000,7400000,15200000,3900000,Approved,32800000,Good
708,3,Not Graduate,Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000,Rejected,62300000,Poor
709,0,Graduate,No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,Rejected,44100000,Fair
710,5,Not Graduate,No,7000000,21800000,4,631,8100000,7100000,14600000,10000000,Approved,39800000,Good
711,0,Graduate,Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000,Rejected,49900000,Poor
712,5,Graduate,No,9200000,29200000,16,383,17700000,13300000,30400000,5700000,Rejected,67100000,Poor
713,0,Graduate,Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000,Approved,40800000,Good
714,1,Graduate,Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000,Approved,29500000,
715,4,Not Graduate,No,9900000,22700000,12,567,28300000,9900000,29700000,5400000,Approved,73300000,Fair
716,5,Not Graduate,No,3900000,14000000,4,708,700000,1800000,15600000,5200000,Approved,23300000,Excellent
717,3,Graduate,No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,Approved,42100000,Poor
718,4,Not Graduate,No,3600000,8700000,14,302,6400000,3700000,7800000,4100000,Rejected,22000000,Poor
719,4,Graduate,No,700000,2600000,14,736,2100000,600000,1900000,400000,Approved,5000000,Excellent
720,2,Not Graduate,Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,Rejected,30600000,Poor
721,4,Graduate,No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,Approved,11700000,Good
722,3,Not Graduate,No,5600000,21000000,12,609,8800000,11000000,15800000,4900000,Approved,40500000,Good
723,4,Not Graduate,No,6800000,24200000,18,349,18800000,0,15800000,9400000,Rejected,44000000,Poor
724,5,Not Graduate,Yes,600000,1500000,2,319,100000,1100000,2100000,600000,Rejected,3900000,Poor
725,1,Not Graduate,No,4200000,16200000,14,391,5800000,2100000,14100000,2600000,Rejected,24600000,Poor
726,4,Not Graduate,No,5000000,18700000,10,755,3600000,600000,13000000,2600000,Approved,19800000,Excellent
727,1,Not Graduate,No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,Rejected,32700000,Poor
728,3,Not Graduate,Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,Approved,15800000,
729,1,Not Graduate,No,3400000,8600000,16,312,6400000,6100000,8400000,3000000,Rejected,23900000,Poor
730,0,Graduate,No,7100000,15900000,14,746,9500000,3900000,23500000,8000000,Approved,44900000,Excellent
731,3,Graduate,No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,Rejected,48200000,Poor
732,2,Graduate,No,3400000,12900000,14,857,3400000,2500000,8700000,1900000,Approved,16500000,
733,2,Not Graduate,No,7700000,18300000,20,504,14600000,500000,18300000,4600000,Rejected,38000000,Fair
734,0,Graduate,No,500000,1200000,14,556,900000,0,1800000,500000,Approved,3200000,Fair
735,2,Graduate,Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,Rejected,34900000,Poor
736,0,Graduate,No,4700000,14400000,14,881,11000000,6100000,17600000,2400000,Approved,37100000,
737,2,Graduate,Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000,Approved,27400000,Excellent
738,2,Graduate,Yes,900000,2500000,16,458,-100000,100000,3200000,1100000,Rejected,4300000,Poor
739,4,Graduate,No,2000000,7500000,14,857,4300000,1500000,4200000,2100000,Approved,12100000,
740,2,Graduate,Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,Rejected,16400000,Poor
741,3,Not Graduate,No,4100000,15900000,12,538,3900000,800000,8800000,5700000,Rejected,19200000,Fair
742,1,Not Graduate,No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,Approved,53300000,Excellent
743,5,Graduate,Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,Rejected,18300000,Poor
744,5,Graduate,Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000,Rejected,33900000,Poor
745,5,Not Graduate,No,8000000,30000000,14,549,14800000,200000,17300000,7000000,Rejected,39300000,Fair
746,3,Not Graduate,Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000,Approved,27000000,Fair
747,0,Not Graduate,No,2600000,8400000,18,861,0,3500000,6200000,3800000,Approved,13500000,
748,0,Not Graduate,No,3000000,7000000,12,409,6400000,4900000,8000000,3500000,Rejected,22800000,Poor
749,4,Graduate,No,2700000,10200000,4,528,7800000,2200000,10000000,1600000,Approved,21600000,Fair
750,4,Not Graduate,No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,Approved,26100000,Good
751,2,Graduate,No,1500000,3600000,4,584,3900000,1300000,4800000,1700000,Approved,11700000,Fair
752,5,Not Graduate,No,6800000,20000000,4,459,14500000,3000000,25000000,4900000,Rejected,47400000,Poor
753,1,Graduate,Yes,8100000,31700000,10,755,0,12700000,30100000,4700000,Approved,47500000,Excellent
754,3,Not Graduate,Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000,Approved,58100000,Good
755,1,Not Graduate,Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,Rejected,31700000,Poor
756,4,Graduate,No,600000,1600000,20,869,1400000,1000000,1700000,200000,Approved,4300000,
757,1,Not Graduate,Yes,4700000,18700000,20,445,2100000,0,11100000,4000000,Rejected,17200000,Poor
758,0,Graduate,No,1400000,5500000,6,393,500000,1500000,5400000,1800000,Rejected,9200000,Poor
759,3,Graduate,Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,Rejected,51600000,Poor
760,2,Graduate,No,9700000,19900000,16,395,2800000,13700000,37000000,10800000,Rejected,64300000,Poor
761,3,Not Graduate,Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000,Approved,39000000,Excellent
762,5,Graduate,No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,Approved,26900000,Excellent
763,5,Not Graduate,Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,Rejected,39900000,Poor
764,0,Graduate,Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,Approved,7500000,
765,3,Graduate,No,3500000,10300000,16,324,2400000,900000,12600000,2400000,Rejected,18300000,Poor
766,0,Not Graduate,No,7900000,31500000,14,849,19400000,10300000,26600000,10600000,Approved,66900000,Excellent
767,3,Graduate,Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000,Approved,39900000,Good
768,3,Not Graduate,Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000,Approved,66500000,
769,4,Graduate,No,5300000,15400000,8,584,5100000,1700000,14000000,5000000,Approved,25800000,Fair
770,5,Not Graduate,No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,Approved,9800000,Poor
771,3,Graduate,No,4000000,12800000,18,635,6000000,7000000,12900000,4200000,Approved,30100000,Good
772,2,Not Graduate,No,8700000,22700000,4,365,8200000,14800000,30200000,7200000,Rejected,60400000,Poor
773,1,Not Graduate,No,9500000,20000000,16,856,24900000,0,35700000,6200000,Approved,66800000,
774,5,Graduate,Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000,Rejected,54200000,Poor
775,0,Graduate,Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000,Approved,51500000,Good
776,3,Graduate,Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000,Approved,28800000,Poor
777,5,Not Graduate,No,3100000,10800000,10,681,5100000,1700000,7400000,1500000,Approved,15700000,Good
778,2,Graduate,No,4300000,9400000,2,485,11000000,8100000,11000000,2200000,Rejected,32300000,Poor
779,1,Graduate,Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000,Approved,16600000,Good
780,1,Graduate,No,5400000,17900000,14,727,13100000,0,12300000,4700000,Approved,30100000,Excellent
781,2,Not Graduate,No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,Approved,9700000,Excellent
782,3,Not Graduate,Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,Approved,79200000,
783,3,Not Graduate,No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,Approved,34100000,Excellent
784,4,Not Graduate,No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,Approved,15500000,
785,0,Graduate,No,5000000,14400000,2,761,-100000,7300000,12600000,4500000,Approved,24300000,Excellent
