loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,credit_category
3362,5,Graduate,Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,Approved,16000000,Good
4195,5,Not Graduate,Yes,2100000,4900000,12,651,2500000,2100000,6100000,1800000,Approved,12500000,Good
2079,1,Graduate,Yes,1000000,3700000,14,798,2000000,200000,3800000,1400000,Approved,7400000,Excellent
2243,1,Graduate,Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,40300000,Fair
2933,1,Not Graduate,Yes,2800000,9100000,14,510,2400000,4200000,10400000,3000000,Rejected,20000000,Fair
837,1,Graduate,Yes,600000,2000000,10,326,400000,1000000,2400000,700000,Rejected,4500000,Poor
3709,3,Graduate,No,6100000,20700000,4,816,14900000,5400000,24200000,5900000,Approved,50400000,Excellent
2715,0,Not Graduate,Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,Approved,80200000,Excellent
2821,2,Not Graduate,Yes,8400000,20800000,12,335,6700000,12300000,18500000,10100000,Rejected,47600000,Poor
2175,5,Graduate,Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,56800000,Poor
3104,1,Not Graduate,Yes,5200000,20700000,12,612,2200000,2600000,16500000,3200000,Approved,24500000,Good
3075,5,Not Graduate,No,5300000,14600000,16,855,4200000,1600000,11200000,7400000,Approved,24400000,
1071,2,Not Graduate,Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000,Rejected,17100000,Fair
4105,0,Not Graduate,No,7000000,23600000,14,663,13800000,9100000,21300000,7200000,Approved,51400000,Good
1877,1,Graduate,No,7400000,15500000,2,693,3000000,12800000,21800000,9300000,Approved,46900000,Good
2226,5,Not Graduate,Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,35400000,
2721,3,Not Graduate,Yes,5400000,14700000,4,359,12300000,9900000,15100000,6100000,Rejected,43400000,Poor
4022,1,Not Graduate,Yes,7900000,19100000,2,593,20800000,12200000,26100000,7800000,Approved,66900000,Fair
3047,2,Not Graduate,Yes,5000000,14600000,10,808,4400000,3500000,17300000,3100000,Approved,28300000,Excellent
3366,3,Not Graduate,Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,Rejected,33600000,Poor
2338,1,Graduate,No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected,47100000,Fair
1993,0,Not Graduate,Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000,Approved,36800000,
1695,3,Not Graduate,No,3400000,13500000,10,348,7900000,3700000,8200000,4700000,Rejected,24500000,Poor
3439,5,Not Graduate,Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,Approved,48000000,
3854,5,Graduate,No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved,70500000,
2523,0,Not Graduate,Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000,Approved,39400000,Good
4099,0,Not Graduate,Yes,7300000,24000000,18,651,16600000,100000,19600000,4500000,Approved,40800000,Good
3238,4,Graduate,Yes,6900000,20200000,18,438,9600000,6200000,26800000,5700000,Rejected,48300000,Poor
3131,3,Not Graduate,No,7100000,27900000,8,583,8900000,7600000,19600000,6300000,Approved,42400000,Fair
2556,2,Graduate,No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,Rejected,8200000,Fair
1601,4,Graduate,Yes,1700000,6500000,20,636,1700000,900000,6200000,2300000,Approved,11100000,Good
1612,0,Graduate,No,1800000,5700000,18,306,500000,700000,5600000,1700000,Rejected,8500000,Poor
1374,0,Not Graduate,Yes,6800000,17300000,18,841,10500000,8600000,16000000,8700000,Approved,43800000,Excellent
3495,4,Not Graduate,Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000,Rejected,52600000,Fair
2650,5,Not Graduate,Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000,Approved,27500000,Good
1591,0,Graduate,Yes,2400000,7200000,20,514,4100000,2100000,6700000,1800000,Rejected,14700000,Fair
868,3,Not Graduate,No,5100000,14500000,12,306,700000,8800000,11600000,2900000,Rejected,24000000,Poor
927,3,Not Graduate,Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000,Rejected,37400000,Poor
2187,3,Not Graduate,Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,52900000,Good
998,3,Not Graduate,Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000,Approved,58700000,Excellent
1338,0,Not Graduate,Yes,6600000,23300000,12,338,2400000,800000,18900000,9300000,Rejected,31400000,Poor
3365,1,Graduate,Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,Rejected,39700000,Fair
1100,1,Graduate,No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,Approved,37400000,Fair
1133,2,Not Graduate,No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,Approved,25000000,Poor
4168,0,Graduate,No,9700000,31600000,18,607,24300000,7900000,32400000,7500000,Approved,72100000,Good
1922,1,Graduate,Yes,7800000,16200000,2,335,4900000,7900000,28700000,6400000,Rejected,47900000,Poor
211,3,Graduate,No,7800000,15900000,2,665,14400000,900000,27200000,5400000,Approved,47900000,Good
3138,2,Not Graduate,Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000,Approved,43100000,Excellent
2824,4,Not Graduate,Yes,2700000,6800000,10,455,4700000,2600000,7400000,2700000,Rejected,17400000,Poor
60,4,Not Graduate,Yes,5500000,18200000,16,797,-100000,4900000,18600000,4800000,Approved,28200000,Excellent
1212,0,Not Graduate,Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000,Rejected,60100000,Fair
2311,1,Graduate,Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected,50400000,Poor
4126,0,Graduate,No,9200000,28200000,12,455,19200000,6400000,34700000,5900000,Rejected,66200000,Poor
4211,3,Not Graduate,Yes,9200000,35000000,4,716,1100000,10200000,33600000,11400000,Approved,56300000,Excellent
2156,1,Graduate,Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,27700000,Excellent
766,0,Not Graduate,No,7900000,31500000,14,849,19400000,10300000,26600000,10600000,Approved,66900000,Excellent
2346,3,Graduate,No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected,22800000,Poor
2742,2,Graduate,No,5300000,19300000,16,368,14700000,400000,11600000,3700000,Rejected,30400000,Poor
1079,5,Not Graduate,Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000,Rejected,52100000,Poor
1502,1,Graduate,Yes,8600000,19600000,16,498,14800000,3000000,21000000,5300000,Rejected,44100000,Poor
1874,2,Not Graduate,No,4500000,14500000,18,498,7900000,200000,13500000,4800000,Rejected,26400000,Poor
2282,2,Not Graduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,18000000,Good
3639,3,Not Graduate,Yes,8500000,26100000,2,683,6600000,10400000,24100000,5700000,Approved,46800000,Good
3754,0,Not Graduate,Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000,Approved,56300000,Excellent
583,0,Graduate,Yes,8200000,19200000,16,492,16500000,9200000,20000000,7200000,Rejected,52900000,Poor
3084,5,Not Graduate,Yes,8400000,17600000,12,397,13400000,14500000,24500000,7900000,Rejected,60300000,Poor
1766,4,Not Graduate,Yes,3600000,9500000,2,841,4900000,4400000,13500000,2100000,Approved,24900000,Excellent
1498,0,Not Graduate,Yes,900000,2100000,6,521,100000,1700000,2100000,700000,Rejected,4600000,Fair
941,5,Graduate,Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000,Rejected,47600000,Fair
1081,4,Graduate,Yes,300000,500000,14,448,700000,100000,800000,100000,Rejected,1700000,Poor
188,3,Graduate,Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,Approved,63900000,Good
942,4,Graduate,No,7200000,16900000,4,702,15900000,7100000,22000000,9600000,Approved,54600000,Excellent
2579,3,Graduate,Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,Rejected,19700000,Poor
3634,0,Not Graduate,No,300000,500000,18,376,300000,0,800000,300000,Rejected,1400000,Poor
2381,0,Graduate,Yes,200000,300000,18,520,100000,300000,600000,100000,Rejected,1100000,Fair
4175,4,Not Graduate,No,4000000,15100000,8,800,8700000,6900000,12200000,4400000,Approved,32200000,Excellent
1873,4,Graduate,Yes,6900000,16300000,8,606,5800000,900000,23700000,3600000,Approved,34000000,Good
2949,1,Graduate,Yes,5600000,11700000,6,707,4500000,800000,19000000,3900000,Approved,28200000,Excellent
2888,0,Graduate,No,4700000,15200000,10,786,11100000,8000000,9600000,3200000,Approved,31900000,Excellent
227,3,Not Graduate,Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Approved,34100000,Excellent
2020,0,Not Graduate,Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,Rejected,18500000,Poor
536,4,Not Graduate,Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000,Rejected,18700000,Poor
1508,3,Graduate,Yes,6500000,22400000,6,488,16800000,11700000,21700000,6800000,Rejected,57000000,Poor
3590,2,Graduate,Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,Approved,49700000,Fair
1405,5,Graduate,No,6100000,23500000,16,300,300000,700000,22800000,4800000,Rejected,28600000,Poor
3102,1,Not Graduate,Yes,1600000,4400000,4,364,2500000,700000,4300000,2400000,Rejected,9900000,Poor
698,0,Graduate,Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,Approved,38900000,Poor
3156,3,Not Graduate,Yes,7700000,29300000,10,359,6800000,6100000,21900000,4200000,Rejected,39000000,Poor
4218,5,Not Graduate,Yes,400000,1400000,4,483,1100000,700000,800000,100000,Approved,2700000,Poor
3130,5,Graduate,Yes,1000000,2600000,8,664,900000,1200000,3500000,900000,Approved,6500000,Good
2131,5,Not Graduate,Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved,35300000,Excellent
4047,2,Graduate,No,6500000,16200000,10,809,14000000,4700000,13200000,8600000,Approved,40500000,Excellent
2230,1,Not Graduate,Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,15400000,Poor
1401,3,Not Graduate,Yes,600000,2400000,12,884,600000,800000,1400000,600000,Approved,3400000,
3218,0,Not Graduate,Yes,6900000,21300000,18,845,17400000,5600000,21400000,6600000,Approved,51000000,Excellent
2298,4,Not Graduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,48000000,
1038,3,Graduate,Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000,Rejected,41400000,Poor
209,1,Not Graduate,Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,Rejected,44700000,Poor
3830,1,Graduate,No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,11100000,Good
566,3,Graduate,Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,Approved,23500000,Excellent
314,4,Graduate,Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,Approved,41500000,Good
602,0,Graduate,Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000,Approved,38000000,Excellent
234,3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,55700000,Poor
3878,2,Graduate,Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved,15500000,Poor
932,0,Not Graduate,Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000,Approved,49600000,Fair
3596,4,Not Graduate,No,7400000,17900000,6,384,13400000,12300000,22400000,4700000,Rejected,52800000,Poor
3610,0,Not Graduate,No,1100000,4100000,18,887,400000,1300000,2600000,1300000,Approved,5600000,
3940,5,Graduate,No,4200000,12500000,18,723,1200000,300000,12900000,6100000,Approved,20500000,Excellent
112,3,Graduate,Yes,7400000,18200000,14,302,5600000,3100000,17900000,5000000,Rejected,31600000,Poor
2621,2,Not Graduate,Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000,Approved,38800000,Excellent
1090,3,Graduate,No,5100000,11000000,6,336,-100000,5800000,11600000,7500000,Rejected,24800000,Poor
4081,0,Not Graduate,Yes,8300000,17500000,20,643,24800000,8900000,18800000,5100000,Approved,57600000,Good
231,1,Graduate,Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Approved,28200000,Fair
3185,2,Not Graduate,No,6400000,23900000,18,745,14800000,4000000,16300000,7000000,Approved,42100000,Excellent
1895,0,Graduate,Yes,8100000,17600000,16,384,15200000,13300000,31700000,10200000,Rejected,70400000,Poor
4067,4,Graduate,No,3700000,12300000,6,364,5900000,4200000,13700000,4400000,Rejected,28200000,Poor
473,3,Not Graduate,Yes,8800000,28600000,10,775,5200000,5000000,32000000,9600000,Approved,51800000,Excellent
4093,1,Graduate,No,700000,1400000,6,759,1000000,500000,2600000,700000,Approved,4800000,Excellent
2340,2,Graduate,No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved,64500000,
2510,5,Not Graduate,No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,Rejected,70200000,Fair
3641,3,Not Graduate,Yes,7800000,17700000,6,876,15600000,15200000,25100000,10800000,Approved,66700000,
3969,4,Not Graduate,No,7700000,24500000,20,582,9800000,6600000,29100000,6500000,Approved,52000000,Fair
2267,5,Not Graduate,Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,45100000,Good
2098,5,Not Graduate,No,900000,2800000,16,808,2100000,900000,3100000,800000,Approved,6900000,Excellent
2209,1,Graduate,Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,1400000,Poor
1719,4,Not Graduate,Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000,Approved,48300000,Good
3635,0,Graduate,No,1500000,4300000,12,801,4400000,2200000,3300000,1100000,Approved,11000000,Excellent
362,0,Graduate,No,4400000,14100000,2,349,3300000,1300000,8800000,6200000,Approved,19600000,Poor
136,3,Graduate,No,1600000,5500000,12,425,600000,800000,5400000,900000,Rejected,7700000,Poor
1135,2,Not Graduate,No,1600000,5200000,16,525,300000,2900000,5600000,1600000,Rejected,10400000,Fair
3103,0,Graduate,Yes,8500000,25300000,20,557,13000000,5100000,23900000,7100000,Approved,49100000,Fair
1152,1,Graduate,No,7200000,21000000,14,421,3500000,11600000,21800000,4600000,Rejected,41500000,Poor
2831,0,Graduate,No,8500000,21000000,6,665,3600000,9600000,27500000,11300000,Approved,52000000,Good
2239,4,Not Graduate,No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,33100000,Good
2751,1,Not Graduate,Yes,8000000,28000000,20,830,22400000,12600000,25600000,10600000,Approved,71200000,Excellent
1054,5,Graduate,Yes,6000000,11900000,2,629,2500000,0,19200000,4200000,Approved,25900000,Good
3707,0,Not Graduate,No,2500000,5800000,20,671,7400000,500000,7500000,2000000,Approved,17400000,Good
23,4,Graduate,Yes,6500000,25700000,18,311,13100000,1700000,19500000,8500000,Rejected,42800000,Poor
2228,5,Not Graduate,No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,31900000,Fair
1744,4,Graduate,Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000,Rejected,16100000,Poor
2454,2,Not Graduate,Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,Approved,11100000,Excellent
696,5,Not Graduate,Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,Approved,5600000,
2269,2,Graduate,Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,44100000,Excellent
421,3,Graduate,No,1700000,5400000,6,710,4800000,700000,5800000,1700000,Approved,13000000,Excellent
2502,4,Graduate,Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,Approved,31500000,Fair
461,1,Graduate,Yes,5400000,21400000,8,350,2600000,1000000,19700000,6800000,Rejected,30100000,Poor
1068,2,Graduate,Yes,4200000,16800000,2,433,3300000,0,14100000,3700000,Approved,21100000,Poor
88,1,Not Graduate,Yes,8700000,28300000,8,402,20400000,13600000,27900000,10200000,Rejected,72100000,Poor
3002,2,Graduate,No,5100000,11000000,14,322,7900000,2900000,10700000,5900000,Rejected,27400000,Poor
2248,5,Not Graduate,No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,6700000,Poor
283,0,Graduate,Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Rejected,20800000,Poor
1671,4,Not Graduate,Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000,Rejected,9100000,Poor
1644,2,Not Graduate,Yes,1900000,6800000,6,892,2600000,2200000,6400000,900000,Approved,12100000,
4020,0,Graduate,Yes,5500000,18200000,4,332,8100000,4000000,16400000,5600000,Approved,34100000,Poor
541,3,Not Graduate,Yes,1000000,3200000,14,790,1900000,100000,3600000,1100000,Approved,6700000,Excellent
1627,4,Not Graduate,No,2900000,8700000,6,409,3700000,5500000,8200000,2200000,Rejected,19600000,Poor
3090,3,Not Graduate,No,9500000,22200000,8,571,4400000,8600000,24400000,10500000,Approved,47900000,Fair
860,0,Not Graduate,Yes,600000,1800000,12,511,300000,200000,2200000,400000,Rejected,3100000,Fair
534,2,Graduate,Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,Approved,10800000,Excellent
1369,3,Not Graduate,No,6800000,17900000,6,783,20000000,9800000,23600000,5500000,Approved,58900000,Excellent
3626,5,Graduate,Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000,Rejected,47700000,Poor
2543,1,Graduate,Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,Rejected,33600000,Poor
1776,2,Graduate,No,8000000,31900000,16,806,19900000,1800000,23200000,5400000,Approved,50300000,Excellent
3477,2,Not Graduate,Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000,Approved,49800000,Excellent
3537,1,Not Graduate,No,6600000,19700000,12,758,16000000,4400000,18800000,9500000,Approved,48700000,Excellent
3126,0,Graduate,Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000,Rejected,25900000,Poor
2182,3,Not Graduate,No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,37500000,Fair
4237,3,Graduate,Yes,1900000,5300000,12,436,2300000,3500000,5000000,2600000,Rejected,13400000,Poor
3042,3,Not Graduate,No,8900000,35200000,10,894,17100000,5600000,27700000,9800000,Approved,60200000,
3645,0,Not Graduate,No,5700000,13000000,6,328,7800000,7500000,20700000,8200000,Rejected,44200000,Poor
3958,0,Not Graduate,No,4300000,11000000,4,374,7100000,7300000,9300000,4700000,Rejected,28400000,Poor
2611,1,Graduate,Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000,Approved,35600000,
4216,1,Graduate,No,8300000,30000000,18,350,12800000,10800000,23800000,9400000,Rejected,56800000,Poor
1421,1,Graduate,Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000,Approved,43900000,Excellent
3187,0,Not Graduate,No,5900000,23300000,16,581,2200000,8100000,14900000,5800000,Approved,31000000,Fair
1554,1,Graduate,No,3700000,13600000,16,608,400000,2200000,13400000,2800000,Approved,18800000,Good
943,4,Not Graduate,Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000,Rejected,11100000,Poor
2511,0,Not Graduate,Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,Approved,27900000,Poor
780,1,Graduate,No,5400000,17900000,14,727,13100000,0,12300000,4700000,Approved,30100000,Excellent
1747,2,Not Graduate,No,5400000,13800000,20,574,900000,9200000,10900000,3700000,Approved,24700000,Fair
2993,2,Graduate,No,500000,1700000,10,324,300000,300000,1800000,700000,Rejected,3100000,Poor
3424,1,Not Graduate,No,1100000,3700000,2,508,200000,0,2200000,1300000,Approved,3700000,Fair
2532,4,Graduate,No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,Approved,25400000,
122,2,Graduate,No,800000,3200000,8,317,300000,1000000,2000000,900000,Rejected,4200000,Poor
888,1,Graduate,No,1900000,4200000,12,821,5200000,1500000,5000000,2700000,Approved,14400000,Excellent
3165,4,Not Graduate,No,2400000,8000000,18,393,-100000,200000,7600000,3000000,Rejected,10700000,Poor
686,2,Not Graduate,No,6800000,14800000,14,803,11300000,3300000,19600000,6600000,Approved,40800000,Excellent
1845,2,Graduate,Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000,Approved,55800000,Good
1621,5,Graduate,No,9500000,19200000,2,523,13500000,1500000,21000000,6700000,Rejected,42700000,Fair
2011,2,Not Graduate,Yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000,Rejected,25900000,Fair
414,1,Graduate,No,4100000,8400000,20,608,1400000,8000000,10000000,4400000,Approved,23800000,Good
790,2,Graduate,No,3100000,8700000,18,544,5300000,1100000,12200000,1500000,Rejected,20100000,Fair
2440,2,Graduate,No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,Approved,29200000,Excellent
1794,2,Graduate,Yes,7600000,18100000,14,320,14700000,2600000,28100000,8500000,Rejected,53900000,Poor
1847,0,Not Graduate,No,8500000,17200000,12,624,6500000,8400000,18600000,5100000,Approved,38600000,Good
3415,5,Not Graduate,Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,Rejected,33000000,Poor
1742,1,Not Graduate,No,2300000,8200000,8,784,2000000,0,7600000,1100000,Approved,10700000,Excellent
1426,3,Not Graduate,Yes,2500000,9800000,16,424,4700000,3200000,5800000,1300000,Rejected,15000000,Poor
3601,2,Graduate,No,5400000,14500000,8,349,10800000,4800000,21100000,6600000,Rejected,43300000,Poor
273,3,Graduate,No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,54600000,Poor
783,3,Not Graduate,No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,Approved,34100000,Excellent
522,3,Not Graduate,No,8300000,24100000,14,823,5900000,700000,24000000,7700000,Approved,38300000,Excellent
523,1,Not Graduate,Yes,8700000,20500000,6,523,19300000,6500000,23700000,4800000,Rejected,54300000,Fair
2308,5,Not Graduate,Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved,38000000,Excellent
2466,5,Not Graduate,No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,Rejected,17500000,Poor
1622,0,Not Graduate,Yes,7200000,15600000,2,362,2700000,2400000,20800000,5900000,Rejected,31800000,Poor
3316,4,Graduate,Yes,600000,2300000,6,495,1700000,600000,2000000,300000,Rejected,4600000,Poor
351,3,Not Graduate,Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000,Rejected,41300000,Poor
2770,0,Graduate,Yes,7400000,16300000,16,630,11200000,13200000,28400000,5300000,Approved,58100000,Good
3071,3,Graduate,Yes,9700000,19700000,4,663,16700000,2200000,36200000,5200000,Approved,60300000,Good
4215,5,Not Graduate,No,7800000,27000000,6,728,4400000,13100000,18500000,7400000,Approved,43400000,Excellent
1937,4,Not Graduate,No,1000000,3800000,2,611,1700000,1800000,2500000,600000,Approved,6600000,Good
1512,3,Graduate,Yes,3400000,7200000,12,733,4800000,2700000,8100000,2200000,Approved,17800000,Excellent
652,1,Graduate,Yes,1600000,4100000,6,391,4300000,1400000,5700000,700000,Rejected,12100000,Poor
3941,4,Graduate,No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Approved,54000000,Good
3846,4,Graduate,Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved,21100000,Good
4117,5,Graduate,Yes,3900000,12700000,8,886,3500000,5800000,14900000,5400000,Approved,29600000,
1814,4,Not Graduate,Yes,5200000,11400000,10,406,14700000,2000000,13000000,4400000,Rejected,34100000,Poor
119,0,Not Graduate,No,7200000,15800000,12,379,12700000,12200000,21500000,3600000,Rejected,50000000,Poor
2427,2,Not Graduate,No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,Rejected,47900000,Poor
3581,3,Graduate,Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000,Approved,19600000,Excellent
169,4,Not Graduate,Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,Rejected,32600000,Poor
1614,5,Graduate,No,6700000,17200000,18,613,9700000,6800000,24600000,7100000,Approved,48200000,Good
836,3,Not Graduate,Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,Approved,19400000,Excellent
1406,3,Graduate,Yes,8400000,19600000,2,741,21500000,200000,18700000,8300000,Approved,48700000,Excellent
2074,0,Not Graduate,No,8400000,19600000,18,530,17000000,3600000,24200000,12300000,Rejected,57100000,Fair
963,4,Not Graduate,No,5500000,12300000,6,742,12900000,2700000,19800000,4300000,Approved,39700000,Excellent
946,5,Not Graduate,Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000,Rejected,42900000,Fair
463,0,Graduate,No,4400000,14700000,16,638,4000000,2700000,14400000,2700000,Approved,23800000,Good
2149,1,Not Graduate,Yes,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected,54700000,Poor
329,0,Graduate,No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,Approved,8300000,Excellent
4232,5,Graduate,No,3300000,9100000,18,697,8800000,1800000,11300000,2600000,Approved,24500000,Good
2520,1,Not Graduate,Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,Rejected,5200000,Poor
3054,2,Not Graduate,Yes,1900000,6700000,16,893,5600000,3600000,6300000,1600000,Approved,17100000,
1361,4,Not Graduate,Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000,Approved,79900000,Poor
2091,4,Graduate,Yes,300000,1100000,4,457,700000,100000,1100000,400000,Approved,2300000,Poor
368,1,Not Graduate,Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000,Rejected,85200000,Poor
3871,5,Not Graduate,No,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved,41200000,Poor
2275,0,Not Graduate,Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,22200000,Poor
2380,5,Graduate,No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved,50700000,Excellent
3358,2,Not Graduate,Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,Rejected,33400000,Poor
2060,2,Graduate,No,8200000,27200000,10,425,11400000,4900000,29300000,4500000,Rejected,50100000,Poor
2438,3,Graduate,Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,Approved,7200000,Excellent
1376,1,Graduate,Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000,Approved,10400000,
3829,0,Not Graduate,Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected,9800000,Poor
773,1,Not Graduate,No,9500000,20000000,16,856,24900000,0,35700000,6200000,Approved,66800000,
1285,2,Graduate,No,700000,2600000,20,489,100000,200000,2400000,900000,Rejected,3600000,Poor
3134,4,Graduate,No,700000,2300000,16,688,1500000,300000,1900000,400000,Approved,4100000,Good
1515,3,Graduate,No,4700000,17400000,10,393,12400000,5300000,18700000,5300000,Rejected,41700000,Poor
3995,2,Not Graduate,Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000,Approved,42400000,Good
3741,2,Not Graduate,Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000,Rejected,16500000,Poor
499,3,Graduate,No,6700000,15500000,18,492,2100000,2000000,26300000,9400000,Rejected,39800000,Poor
1415,4,Not Graduate,No,1900000,3800000,20,785,1000000,600000,6100000,1500000,Approved,9200000,Excellent
1235,2,Not Graduate,No,6900000,18700000,10,699,12800000,5700000,21200000,5200000,Approved,44900000,Good
1967,4,Graduate,Yes,2900000,8300000,10,318,8700000,4100000,10900000,2100000,Rejected,25800000,Poor
436,0,Not Graduate,No,8400000,20800000,20,590,5100000,8900000,32100000,10800000,Approved,56900000,Fair
1252,5,Not Graduate,No,2600000,9100000,4,309,6400000,1400000,5900000,3400000,Approved,17100000,Poor
366,3,Graduate,No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,Approved,53200000,Good
